PlayerID,Name,CountryCode,WorldCupYear,Position,Age,BirthYear,Height,Weight,PreferredFoot,MarketValue,OverallRating,Matches,Minutes,Goals,Assists,Saves,CleanSheets,GoalsConceded,PassAccuracy,Tackles,Interceptions,Clearances,Errors,PenaltiesSaved,xG,Shots,ShotsOnTarget,Dribbles,Fouls,YellowCards,RedCards
1117,Leonardo Araujo,CIV,2014,ST,24,1990,170,79,Left,74.9,80,4,392,1.08,0.32,0.0,0.0,0.0,73.3,1.99,3.15,0.97,0.95,-0.6,1.19,9.65,6.39,5.21,7.64,0,0
1118,Roberto Freitas,CIV,2014,CAM,37,1977,189,65,Left,62.4,80,4,409,0.75,0.54,0.0,0.54,0.0,82.1,2.26,4.38,1.59,1.03,0.2,1.06,8.06,3.24,8.47,3.91,0,0
1119,Paulo Nascimento,CIV,2014,CM,35,1979,176,69,Left,30.8,66,4,360,0.37,0.43,0.0,0.98,0.0,92.0,8.81,7.2,5.12,0.3,0.4,0.36,5.63,2.24,3.06,7.99,0,0
1120,Carlos Barbosa,CIV,2014,CB,31,1983,181,74,Right,69.4,86,2,237,0.16,0.07,0.0,2.04,0.0,89.0,8.61,10.12,23.32,0.5,0.1,0.63,5.0,1.5,2.54,4.82,0,0
1121,Rafael Dias,CIV,2014,CB,36,1978,189,89,Right,46.9,80,3,308,0.24,0.11,0.0,2.34,0.0,83.6,5.91,12.13,27.39,0.44,0.1,0.61,3.24,1.37,1.76,5.39,1,0
1122,Rafael Almeida,CIV,2014,ST,26,1988,190,89,Right,78.0,84,3,257,1.02,0.36,0.0,0.0,0.0,70.0,2.84,3.53,1.16,1.34,0.4,1.91,11.62,6.17,4.51,4.3,0,0
1123,Arthur Silva,CIV,2014,CDM,30,1984,178,80,Right,43.0,84,2,200,0.27,0.29,0.0,1.23,0.0,84.9,18.01,13.58,8.52,0.48,0.3,0.46,4.17,0.75,2.71,7.21,1,0
1124,Bruno Santos,CIV,2014,LW,36,1978,170,89,Right,73.5,80,4,341,0.81,0.82,0.0,0.41,0.0,77.4,3.45,4.08,1.94,2.04,-0.1,1.44,6.41,4.89,15.36,2.19,0,0
1125,Vinicius Freitas,CIV,2014,GK,21,1993,190,81,Right,54.7,90,5,386,0.0,0.0,12.34,2.23,2.69,83.7,1.02,2.24,3.42,0.0,0.5,0.57,0.0,0.0,0.0,0.97,0,0
1126,Pedro Dias,CIV,2014,GK,27,1987,184,88,Left,34.4,74,3,267,0.0,0.0,17.09,1.7,2.49,79.1,0.92,2.91,6.14,0.0,0.8,0.22,0.0,0.0,0.0,1.42,0,0
1127,Gustavo Araujo,CIV,2014,CDM,20,1994,194,78,Right,19.8,73,3,297,0.21,0.26,0.0,1.24,0.0,89.3,9.64,6.46,7.47,0.32,-0.1,0.23,4.88,0.71,3.18,8.55,0,0
1128,Nakata,JPN,2014,GK,32,1982,190,82,Right,37.6,74,2,178,0.0,0.0,21.63,1.58,3.17,84.9,0.85,1.42,5.15,0.0,0.8,0.3,0.0,0.0,0.0,1.51,0,0
1129,Honda,JPN,2014,LB,24,1990,190,66,Right,37.1,74,5,390,0.31,0.34,0.0,2.14,0.0,80.4,3.29,3.57,10.45,1.08,-0.2,-0.07,4.23,1.44,6.26,5.28,0,0
1130,Kagawa,JPN,2014,CB,21,1993,176,66,Both,58.1,78,2,262,0.23,0.09,0.0,2.13,0.0,88.3,2.38,12.17,25.84,0.46,0.1,0.13,3.67,1.05,2.32,9.41,1,0
1131,Nagatomo,JPN,2014,CAM,28,1986,172,65,Right,52.8,78,3,270,0.6,1.12,0.0,0.41,0.0,83.2,3.97,7.97,2.27,1.69,0.1,0.76,3.38,3.42,16.28,3.36,0,0
1132,Yoshida,JPN,2014,RB,25,1989,184,83,Right,32.5,89,4,355,0.13,0.44,0.0,1.91,0.0,84.0,10.89,7.64,13.97,0.91,0.4,0.46,5.21,1.38,8.55,6.94,0,0
1133,Endo,JPN,2014,CB,37,1977,174,71,Right,50.5,77,3,289,0.25,0.1,0.0,2.4,0.0,93.9,3.46,8.44,26.77,0.52,0.1,0.41,4.44,0.93,1.18,5.68,1,0
1134,Minamino,JPN,2014,LW,36,1978,186,78,Right,60.6,73,3,310,0.76,0.74,0.0,0.52,0.0,81.1,3.37,2.71,1.85,1.83,-0.5,0.7,3.87,3.68,19.24,7.3,0,0
1135,Kubo,JPN,2014,CB,22,1992,183,79,Left,37.2,81,4,347,0.26,0.11,0.0,1.37,0.0,88.8,8.95,9.3,17.13,0.65,-0.1,0.37,2.95,0.89,2.06,5.66,1,0
1136,Tomiyasu,JPN,2014,GK,27,1987,186,79,Right,36.7,90,3,259,0.0,0.0,19.55,2.74,2.17,82.7,0.86,2.21,5.27,0.0,0.6,0.07,0.0,0.0,0.0,0.98,0,0
1137,Doan,JPN,2014,CB,34,1980,172,78,Right,38.9,73,5,397,0.15,0.12,0.0,1.69,0.0,84.4,9.84,6.99,24.69,0.43,0.1,0.58,2.74,0.48,3.11,8.75,0,0
1138,Ito,JPN,2014,LB,30,1984,173,69,Right,97.7,85,4,359,0.29,0.52,0.0,2.03,0.0,86.1,10.33,8.14,8.04,1.07,0.5,0.73,1.86,2.47,4.07,4.57,0,0
1139,Maeda,JPN,2014,LW,24,1990,189,74,Right,54.0,79,3,276,0.52,0.32,0.0,0.66,0.0,73.1,3.33,4.68,1.46,1.48,-0.2,0.99,8.13,4.26,16.08,3.35,0,0
1140,Asano,JPN,2014,CDM,22,1992,189,75,Left,50.8,68,5,458,0.2,0.26,0.0,0.78,0.0,85.7,16.15,2.9,5.95,0.61,-0.3,0.49,3.42,0.94,4.81,7.77,1,0
1141,Tanaka,JPN,2014,CM,25,1989,194,80,Right,39.6,68,1,122,0.31,0.4,0.0,0.53,0.0,86.1,3.62,9.76,3.33,0.98,0.1,0.91,5.72,1.79,8.99,5.04,1,0
1142,Soma,JPN,2014,CM,30,1984,178,69,Right,18.0,66,3,264,0.3,0.44,0.0,0.81,0.0,85.3,7.72,5.71,5.52,0.68,0.2,0.36,6.03,2.38,4.5,1.39,0,0
1143,Machino,JPN,2014,RW,27,1987,173,89,Left,70.3,78,3,234,0.86,1.2,0.0,0.46,0.0,83.0,3.23,4.03,2.65,1.33,-0.4,0.34,5.83,5.28,14.31,4.02,0,0
1144,Ueda,JPN,2014,ST,28,1986,184,78,Right,67.2,84,3,242,1.08,0.35,0.0,0.0,0.0,71.9,2.88,3.48,0.79,0.85,-0.3,1.9,6.11,6.74,7.68,9.36,0,0
1145,Kamada,JPN,2014,ST,32,1982,187,88,Right,65.9,89,5,487,1.01,0.32,0.0,0.0,0.0,71.8,2.5,1.96,1.29,1.47,-0.5,1.86,6.73,7.49,8.91,12.26,0,0
1146,Hatate,JPN,2014,CDM,21,1993,179,83,Both,54.8,81,2,172,0.16,0.35,0.0,1.05,0.0,89.3,8.95,17.2,4.04,0.41,-0.1,0.66,1.67,1.55,4.83,7.73,0,0
1147,Suzuki,JPN,2014,RW,32,1982,172,76,Left,27.9,87,3,315,0.68,1.23,0.0,0.6,0.0,77.4,4.45,2.27,1.39,0.99,-0.2,1.13,6.12,2.84,9.5,7.06,0,0
1148,Morita,JPN,2014,CM,32,1982,194,71,Left,31.0,72,2,213,0.38,0.56,0.0,0.93,0.0,92.9,11.78,4.02,4.94,0.6,0.4,0.13,3.77,1.91,8.47,3.62,1,0
1149,Mitoma,JPN,2014,GK,19,1995,190,89,Left,21.5,67,3,238,0.0,0.0,18.77,1.21,1.35,85.0,0.5,2.02,6.58,0.0,0.6,0.09,0.0,0.0,0.0,0.58,0,0
1150,Suzuki,JPN,2014,RB,29,1985,189,81,Right,67.6,79,5,398,0.37,0.49,0.0,1.85,0.0,75.2,5.44,4.53,12.96,0.12,-0.4,0.3,4.72,2.06,2.87,4.38,1,0
1151,Park,KOR,2014,CDM,24,1990,182,76,Right,13.1,70,3,260,0.19,0.31,0.0,1.04,0.0,90.4,13.5,14.45,7.27,0.91,-0.3,0.27,3.32,0.7,4.65,5.21,1,0
1152,Son,KOR,2014,CM,22,1992,179,82,Right,29.2,62,4,305,0.26,0.7,0.0,0.67,0.0,88.0,9.14,9.56,4.56,0.64,0.3,0.42,5.39,3.01,4.54,6.07,0,0
1153,Kim,KOR,2014,CB,21,1993,187,84,Right,62.1,82,4,418,0.2,0.08,0.0,1.95,0.0,89.6,8.69,10.04,21.53,0.52,-0.4,0.06,3.65,0.66,1.99,5.38,1,0
1154,Lee,KOR,2014,CM,19,1995,171,69,Left,17.3,72,5,439,0.45,0.3,0.0,1.38,0.0,83.8,5.63,9.27,9.89,0.73,-0.1,0.69,4.97,1.58,6.55,5.34,0,0
1155,Hwang,KOR,2014,CB,32,1982,189,76,Right,38.4,81,5,443,0.36,0.15,0.0,1.88,0.0,92.7,7.5,17.14,25.3,0.34,0.1,0.85,2.89,1.19,2.28,6.11,1,0
1156,Cho,KOR,2014,LW,22,1992,182,65,Right,49.3,77,4,356,0.65,1.0,0.0,0.39,0.0,80.8,4.04,3.58,1.71,2.32,0.3,0.85,12.63,3.64,18.11,7.12,0,0
1157,Jung,KOR,2014,GK,29,1985,188,76,Right,48.0,87,6,584,0.0,0.0,19.53,2.51,3.44,85.2,1.38,1.32,5.8,0.0,0.6,0.04,0.0,0.0,0.0,0.62,0,0
1158,Hong,KOR,2014,RW,24,1990,170,70,Left,51.2,72,4,388,0.66,0.65,0.0,0.5,0.0,75.7,3.4,5.4,1.86,1.21,-0.3,0.94,5.42,5.99,11.46,5.39,0,0
1159,Kwon,KOR,2014,CM,21,1993,174,81,Left,59.3,82,3,258,0.42,0.91,0.0,1.24,0.0,82.2,7.5,10.17,4.29,0.75,-0.2,1.07,7.69,1.38,6.42,5.95,0,0
1160,Kim,KOR,2014,CDM,27,1987,186,68,Left,48.2,74,2,209,0.23,0.31,0.0,0.85,0.0,90.2,13.26,14.38,10.42,0.5,0.2,0.28,3.24,1.48,5.18,9.12,0,0
1161,Lee,KOR,2014,CB,29,1985,170,74,Right,31.3,92,5,452,0.14,0.14,0.0,2.72,0.0,89.2,6.15,12.52,30.18,0.19,0.4,0.85,4.44,0.97,2.07,3.89,1,0
1162,Park,KOR,2014,CAM,28,1986,187,89,Right,135.4,85,5,411,0.78,1.7,0.0,0.25,0.0,79.3,2.96,6.6,0.98,1.69,-0.4,1.18,11.06,4.35,9.36,6.86,0,0
1163,Seol,KOR,2014,GK,33,1981,188,86,Right,36.4,71,6,544,0.0,0.0,10.26,1.79,1.5,85.1,0.96,2.16,4.63,0.0,0.4,-0.09,0.0,0.0,0.0,1.17,0,0
1164,Choi,KOR,2014,ST,29,1985,179,75,Right,109.1,88,4,357,1.01,0.36,0.0,0.0,0.0,77.6,2.51,2.83,0.28,0.63,-0.4,1.78,9.55,6.0,6.94,9.54,0,0
1165,Yang,KOR,2014,RB,20,1994,194,79,Right,32.2,78,4,364,0.21,0.52,0.0,1.28,0.0,81.6,9.65,6.14,6.71,0.71,-0.3,0.39,7.0,2.34,8.13,5.34,0,0
1166,Bae,KOR,2014,GK,23,1991,199,75,Right,28.8,73,4,375,0.0,0.0,15.87,1.89,2.27,88.6,1.08,2.68,3.86,0.0,0.9,-0.24,0.0,0.0,0.0,1.12,0,0
1167,Kim,KOR,2014,RB,36,1978,191,72,Right,59.5,83,4,414,0.29,0.69,0.0,1.93,0.0,82.0,5.54,10.24,5.73,1.1,0.4,0.46,5.43,1.91,2.73,5.12,0,0
1168,Lee,KOR,2014,LB,33,1981,187,68,Right,19.0,96,4,359,0.26,0.37,0.0,2.32,0.0,86.5,14.87,4.15,12.75,0.82,-0.1,0.76,2.62,2.23,3.49,3.73,1,0
1169,Jeong,KOR,2014,LB,34,1980,171,88,Right,58.4,85,3,291,0.29,0.66,0.0,1.79,0.0,80.3,9.83,11.18,7.21,0.57,-0.1,0.28,3.48,1.7,6.96,4.46,0,0
1170,Oh,KOR,2014,ST,30,1984,175,75,Right,69.2,85,4,331,1.07,0.58,0.0,0.0,0.0,72.8,1.76,1.48,1.02,1.62,0.6,1.58,18.08,3.29,4.21,8.88,0,0
1171,Cho,KOR,2014,RW,30,1984,184,82,Both,86.2,74,3,268,0.41,0.36,0.0,0.36,0.0,73.3,3.09,1.81,1.03,1.71,-0.4,1.43,8.06,3.97,7.97,7.96,0,0
1172,Kim,KOR,2014,CB,34,1980,190,85,Right,62.1,82,2,228,0.29,0.07,0.0,1.59,0.0,84.4,9.27,10.39,26.42,0.45,-0.2,0.89,3.34,0.68,1.4,6.62,0,0
1173,Lee,KOR,2014,LW,32,1982,171,86,Both,59.5,75,3,332,0.53,0.71,0.0,0.48,0.0,73.6,2.93,4.58,1.06,1.63,-0.1,0.57,12.25,5.83,8.63,4.62,0,0
1174,Alexandre Almeida,AUS,2014,RB,24,1990,176,67,Left,60.1,86,3,269,0.42,0.43,0.0,2.51,0.0,84.4,7.86,11.16,7.9,0.81,0.4,0.42,5.53,2.03,8.12,5.52,0,0
1175,Vinicius Lima,AUS,2014,LW,19,1995,177,86,Right,39.7,69,2,179,0.38,0.7,0.0,0.45,0.0,75.1,1.57,4.16,1.51,1.49,0.7,0.91,5.58,2.38,16.47,6.66,0,0
1176,Alexandre Rodrigues,AUS,2014,LB,20,1994,182,84,Right,21.7,71,4,384,0.19,0.29,0.0,0.84,0.0,84.5,9.9,8.41,7.11,0.29,0.2,0.16,4.92,2.5,5.31,5.97,0,0
1177,Paulo Nascimento,AUS,2014,CB,20,1994,190,84,Right,52.6,84,3,280,0.14,0.09,0.0,1.68,0.0,90.3,5.4,12.49,34.54,0.56,-0.0,0.11,4.86,0.68,1.47,5.22,1,0
1178,Lucas Araujo,AUS,2014,CB,25,1989,185,80,Right,23.5,78,5,455,0.12,0.12,0.0,1.8,0.0,87.2,11.13,1.93,29.94,0.28,0.2,0.4,3.95,1.0,2.62,6.5,1,0
1179,Roberto Carvalho,AUS,2014,CM,22,1992,171,71,Right,3.1,60,2,221,0.24,0.38,0.0,0.91,0.0,84.3,9.14,9.19,4.71,0.68,0.1,-0.26,5.39,1.55,8.51,8.99,0,0
1180,Heitor Dias,AUS,2014,GK,25,1989,192,83,Left,26.4,71,3,241,0.0,0.0,8.95,1.59,3.35,83.0,0.82,2.06,4.72,0.0,0.0,-0.07,0.0,0.0,0.0,1.4,0,0
1181,Heitor Monteiro,AUS,2014,CB,27,1987,186,72,Right,26.2,71,2,229,0.1,0.12,0.0,1.19,0.0,86.3,10.31,10.9,15.53,0.22,0.2,-0.09,4.11,0.93,3.03,3.99,0,0
1182,Lucas Lima,AUS,2014,ST,26,1988,179,83,Right,161.4,82,4,377,1.55,0.55,0.0,0.0,0.0,70.7,2.1,4.03,1.46,1.1,0.2,1.59,15.91,2.76,3.18,6.32,0,0
1183,Joao Oliveira,AUS,2014,RW,22,1992,182,71,Left,93.0,73,2,233,1.02,0.73,0.0,0.43,0.0,72.2,2.92,3.94,1.7,1.56,0.1,0.74,13.73,3.54,15.61,6.12,0,0
1184,Fernando Cavalcanti,AUS,2014,CDM,19,1995,174,86,Both,26.1,68,3,278,0.13,0.4,0.0,0.88,0.0,86.9,5.44,11.62,10.41,0.57,0.2,0.08,2.33,0.87,6.56,9.34,1,0
1185,Rodrigo Cardoso,AUS,2014,ST,34,1980,173,78,Both,114.4,90,6,500,1.34,0.26,0.0,0.0,0.0,72.3,0.8,3.06,1.14,1.28,-0.3,1.47,6.42,3.68,4.37,8.92,0,0
1186,Gabriel Freitas,AUS,2014,RW,29,1985,193,84,Right,92.6,83,2,212,1.0,0.79,0.0,0.49,0.0,80.7,4.21,4.43,2.07,1.76,0.0,0.64,10.64,3.07,11.05,4.1,0,0
1187,Matheus Melo,AUS,2014,RB,31,1983,194,78,Right,58.7,97,2,184,0.23,0.53,0.0,2.31,0.0,87.7,7.66,7.72,10.34,1.09,0.2,0.68,3.1,2.29,6.76,5.42,1,0
1188,Felipe Mendes,AUS,2014,CM,28,1986,173,77,Both,18.0,75,3,302,0.48,0.67,0.0,0.83,0.0,87.3,5.82,7.42,5.35,0.82,0.1,0.77,6.5,2.17,9.14,5.59,1,0
1189,Heitor Silva,AUS,2014,CM,31,1983,192,84,Left,9.8,61,3,242,0.4,0.72,0.0,0.98,0.0,86.8,6.39,8.87,2.62,0.91,0.5,0.09,2.7,3.08,9.89,3.49,1,0
1190,Pedro Rodrigues,AUS,2014,CDM,27,1987,193,73,Left,50.4,74,3,270,0.15,0.32,0.0,0.94,0.0,90.9,17.57,9.56,9.33,0.36,0.0,1.0,5.57,1.45,3.66,12.75,1,0
1191,Roberto Ribeiro,AUS,2014,LB,36,1978,176,66,Right,24.2,82,6,533,0.34,0.46,0.0,1.39,0.0,78.1,4.96,8.37,6.33,0.84,0.3,0.87,8.16,3.09,6.18,4.25,0,0
1192,Gustavo Lima,AUS,2014,CAM,31,1983,173,81,Right,86.8,78,5,476,0.65,0.79,0.0,0.78,0.0,82.4,3.63,5.21,2.01,1.19,0.2,1.07,12.63,3.3,1.87,4.24,0,0
1193,Matheus Carvalho,AUS,2014,LW,30,1984,181,70,Left,61.9,71,3,287,0.14,0.97,0.0,0.49,0.0,76.3,1.14,5.81,1.64,0.71,0.2,0.84,10.32,3.73,12.36,3.38,0,0
1194,Lucas Rocha,AUS,2014,GK,33,1981,184,87,Right,29.3,81,5,447,0.0,0.0,20.4,1.7,2.69,93.0,0.93,1.76,4.54,0.0,0.9,0.24,0.0,0.0,0.0,1.59,0,0
1195,Arthur Rodrigues,AUS,2014,CB,35,1979,170,85,Both,25.1,88,5,450,0.22,0.1,0.0,2.57,0.0,94.4,6.69,6.78,12.28,0.42,-0.3,0.22,4.12,0.72,2.44,6.38,1,0
1196,Matheus Ribeiro,AUS,2014,GK,31,1983,190,90,Both,56.2,74,2,246,0.0,0.0,19.13,2.95,3.96,83.0,1.1,2.79,6.81,0.0,0.4,-0.07,0.0,0.0,0.0,1.67,0,0
1197,Eduardo Pereira,IRN,2014,CM,34,1980,183,89,Right,6.5,67,2,233,0.5,0.56,0.0,0.65,0.0,91.0,12.14,8.97,2.89,0.67,-0.3,-0.2,4.86,2.15,7.83,5.32,0,0
1198,Gustavo Monteiro,IRN,2014,CB,29,1985,176,76,Left,36.3,66,2,206,0.16,0.14,0.0,0.81,0.0,86.7,7.4,9.01,23.0,0.48,0.6,0.14,4.32,0.89,1.5,4.93,1,0
1199,Rodrigo Dias,IRN,2014,RW,37,1977,180,66,Left,20.1,74,5,448,0.45,0.55,0.0,0.16,0.0,75.0,3.28,4.91,0.54,2.02,-0.2,1.05,15.57,5.72,7.14,6.87,0,0
1200,Rodrigo Nascimento,IRN,2014,GK,19,1995,188,94,Left,24.9,65,3,307,0.0,0.0,14.19,2.61,2.71,85.1,1.33,2.81,1.73,0.0,1.0,-0.02,0.0,0.0,0.0,0.79,0,0
1201,Eduardo Araujo,IRN,2014,CB,29,1985,192,88,Left,40.9,73,4,380,0.31,0.08,0.0,1.2,0.0,84.9,3.98,11.99,32.17,0.46,-0.1,0.02,4.17,1.23,1.7,4.77,1,0
1202,Lucas Ribeiro,IRN,2014,CDM,28,1986,193,79,Left,44.5,73,3,237,0.25,0.5,0.0,1.06,0.0,87.9,11.2,11.92,8.62,0.8,-0.4,-0.24,4.4,0.44,3.64,7.1,0,0
1203,Lucas Araujo,IRN,2014,LW,28,1986,194,77,Left,49.8,75,3,254,1.01,1.3,0.0,0.74,0.0,78.3,2.24,4.73,1.48,1.86,-0.2,0.41,7.14,5.68,9.97,4.51,0,0
1204,Arthur Nascimento,IRN,2014,LW,29,1985,181,89,Right,97.7,82,5,407,0.72,0.95,0.0,0.56,0.0,76.8,2.78,4.93,2.73,1.93,0.3,0.94,11.94,4.11,14.67,6.37,0,0
1205,Andre Gomes,IRN,2014,LB,23,1991,193,70,Right,59.9,74,4,426,0.33,0.42,0.0,2.03,0.0,77.5,11.07,8.5,5.96,0.96,-0.3,0.25,5.29,1.59,7.0,4.57,1,0
1206,Vinicius Dias,IRN,2014,GK,27,1987,187,82,Right,46.4,76,3,277,0.0,0.0,23.89,1.43,3.4,83.4,0.96,3.04,3.14,0.0,0.2,0.53,0.0,0.0,0.0,0.86,0,0
1207,Pedro Martins,IRN,2014,GK,30,1984,195,86,Left,14.5,78,6,449,0.0,0.0,15.77,1.46,3.68,89.1,1.27,1.5,6.67,0.0,0.4,0.14,0.0,0.0,0.0,0.76,0,0
1208,Lucas Freitas,IRN,2014,ST,19,1995,180,83,Right,50.8,73,4,370,1.22,0.28,0.0,0.0,0.0,74.6,1.95,2.83,1.03,1.29,-0.1,1.12,12.92,6.48,11.02,3.18,0,0
1209,Leonardo Silva,IRN,2014,LB,19,1995,170,77,Both,24.3,79,1,144,0.28,0.37,0.0,1.1,0.0,84.0,7.0,7.79,11.83,1.16,0.1,0.55,7.71,1.25,3.84,4.98,0,0
1210,Rafael Araujo,IRN,2014,CM,21,1993,173,89,Left,45.0,73,3,269,0.56,0.73,0.0,0.95,0.0,84.5,6.21,10.0,4.52,0.64,0.4,0.29,4.18,2.83,9.6,5.81,0,0
1211,Andre Martins,IRN,2014,RB,30,1984,175,84,Left,32.7,83,3,272,0.31,0.44,0.0,1.62,0.0,84.4,12.28,10.96,9.63,0.63,0.1,0.34,4.6,1.9,4.77,6.16,0,0
1212,Carlos Mendes,IRN,2014,CAM,27,1987,189,71,Right,30.2,75,2,236,0.61,1.39,0.0,0.57,0.0,84.6,3.07,4.36,1.37,1.35,0.4,1.1,10.47,2.88,8.86,4.15,0,0
1213,Rafael Ferreira,IRN,2014,RW,30,1984,194,84,Left,21.0,69,4,322,0.77,0.16,0.0,0.73,0.0,74.2,2.19,5.87,2.62,1.33,-0.0,0.8,8.87,3.47,21.52,6.56,0,0
1214,Felipe Rocha,IRN,2014,CM,30,1984,185,87,Right,31.1,71,2,222,0.43,0.87,0.0,0.73,0.0,84.0,8.96,8.39,5.33,0.97,0.1,0.32,5.0,1.97,2.31,6.29,0,0
1215,Felipe Barbosa,IRN,2014,ST,30,1984,181,74,Right,55.1,89,4,361,1.05,0.52,0.0,0.0,0.0,70.3,2.23,4.13,1.23,1.14,-0.3,0.75,14.05,5.83,3.17,6.56,0,0
1216,Pedro Araujo,IRN,2014,RB,35,1979,170,78,Left,50.7,96,4,318,0.21,0.67,0.0,2.51,0.0,78.8,13.02,10.51,7.11,0.62,0.5,0.42,6.46,3.35,6.32,3.44,0,0
1217,Gabriel Ferreira,IRN,2014,CB,28,1986,189,70,Right,27.1,85,5,492,0.3,0.1,0.0,2.26,0.0,90.9,9.51,9.02,25.32,0.54,0.1,-0.24,4.04,1.27,1.65,8.51,0,0
1218,Gabriel Lima,IRN,2014,CB,21,1993,171,73,Right,13.6,60,2,257,0.13,0.13,0.0,1.12,0.0,87.2,3.03,11.63,22.36,0.44,0.0,-0.24,2.14,1.42,1.57,3.68,0,0
1219,Andre Ferreira,IRN,2014,CDM,22,1992,171,84,Right,18.3,68,3,310,0.23,0.3,0.0,1.26,0.0,90.2,12.68,14.25,9.17,0.49,-0.1,0.52,4.12,1.1,2.38,7.37,1,0
1220,Arthur Santos,CMR,2014,ST,37,1977,180,71,Right,79.0,79,4,393,1.14,0.55,0.0,0.0,0.0,77.9,2.26,3.23,1.23,1.76,-0.1,1.4,9.84,6.09,6.53,7.91,0,0
1221,Fernando Mendes,CMR,2014,LB,35,1979,186,70,Both,38.5,74,4,416,0.22,0.55,0.0,1.68,0.0,81.4,6.59,8.4,14.58,0.85,-0.5,-0.23,3.46,2.17,8.97,3.33,0,0
1222,Diego Oliveira,CMR,2014,CB,28,1986,188,75,Right,86.3,81,5,479,0.26,0.11,0.0,2.47,0.0,90.8,6.8,10.42,0.0,0.36,-0.6,0.18,4.47,0.56,1.95,8.96,0,0
1223,Bruno Ribeiro,CMR,2014,LW,22,1992,185,72,Right,47.3,81,3,256,0.45,0.71,0.0,0.68,0.0,78.6,1.53,4.19,2.22,1.32,-0.2,1.23,10.59,4.11,12.49,5.42,0,0
1224,Fernando Rocha,CMR,2014,RB,34,1980,187,77,Right,52.8,74,4,382,0.23,0.5,0.0,1.17,0.0,82.9,10.81,12.84,10.33,1.12,0.4,0.37,4.69,1.3,6.6,5.46,1,0
1225,Roberto Oliveira,CMR,2014,CM,24,1990,184,65,Right,16.5,70,4,385,0.46,0.52,0.0,0.51,0.0,87.8,5.39,8.84,3.71,0.48,0.1,-0.06,5.08,1.59,5.89,8.43,0,0
1226,Joao Oliveira,CMR,2014,RW,31,1983,187,89,Left,43.9,74,4,362,0.78,0.87,0.0,0.77,0.0,77.8,4.17,2.96,2.24,1.18,-0.1,1.28,9.51,3.88,15.1,6.13,0,0
1227,Bruno Silva,CMR,2014,ST,35,1979,190,75,Right,89.6,81,3,292,1.03,0.49,0.0,0.0,0.0,76.5,2.68,2.95,1.2,1.13,0.0,1.4,14.33,4.29,7.55,3.58,0,0
1228,Rodrigo Carvalho,CMR,2014,RB,25,1989,175,85,Left,46.2,84,5,425,0.25,0.36,0.0,1.57,0.0,76.8,11.25,11.38,5.86,0.79,0.3,0.18,6.16,2.7,8.97,3.8,0,0
1229,Matheus Araujo,CMR,2014,CAM,23,1991,183,78,Left,75.8,79,3,302,0.55,1.01,0.0,0.6,0.0,88.6,3.94,3.66,0.91,1.57,0.1,0.71,12.27,2.68,6.85,3.99,0,0
1230,Heitor Pereira,CMR,2014,CB,35,1979,190,82,Right,33.3,75,4,350,0.33,0.08,0.0,1.32,0.0,86.9,8.23,10.04,33.67,0.57,0.0,-0.12,2.31,1.41,1.85,3.58,1,0
1231,Paulo Freitas,CMR,2014,CM,29,1985,183,72,Both,41.8,71,4,353,0.29,0.56,0.0,0.71,0.0,89.5,8.0,5.25,6.57,1.07,-0.3,0.52,7.99,1.84,2.94,4.94,0,0
1232,Fernando Costa,CMR,2014,GK,19,1995,191,86,Right,23.8,85,3,305,0.0,0.0,21.85,2.8,1.66,85.7,1.06,1.71,2.12,0.0,0.3,-0.03,0.0,0.0,0.0,1.09,0,0
1233,Rodrigo Cavalcanti,CMR,2014,CM,21,1993,175,68,Both,35.6,67,4,316,0.7,0.56,0.0,1.56,0.0,86.8,8.07,11.09,3.78,0.76,-0.0,0.17,3.47,1.16,3.48,5.26,1,0
1234,Ricardo Rocha,CMR,2014,CDM,32,1982,192,86,Both,19.0,78,2,187,0.14,0.39,0.0,1.32,0.0,87.2,12.05,12.45,8.62,0.54,0.1,0.35,2.33,1.04,3.35,5.17,0,0
1235,Joao Rodrigues,CMR,2014,GK,30,1984,194,85,Both,38.6,74,3,308,0.0,0.0,13.09,2.32,3.75,84.6,1.2,3.16,4.14,0.0,0.4,-0.61,0.0,0.0,0.0,0.74,0,0
1236,Carlos Barbosa,CMR,2014,LW,30,1984,193,69,Right,73.8,83,5,415,0.48,1.14,0.0,0.58,0.0,80.9,2.74,5.14,1.82,1.92,0.1,1.03,7.79,4.6,19.44,4.63,0,0
1237,Vinicius Ribeiro,CMR,2014,CDM,24,1990,187,84,Left,29.8,77,3,302,0.16,0.53,0.0,0.43,0.0,87.3,16.86,11.2,9.72,0.78,-0.4,0.82,3.35,1.45,5.36,3.77,1,0
1238,Paulo Souza,CMR,2014,RW,30,1984,189,79,Right,30.4,86,1,116,0.78,0.82,0.0,0.65,0.0,76.5,1.48,3.91,1.59,1.45,-0.2,1.12,7.84,6.25,15.65,4.48,0,0
1239,Fernando Ribeiro,CMR,2014,CB,30,1984,184,89,Right,26.8,75,4,404,0.21,0.05,0.0,1.5,0.0,88.0,9.29,11.16,15.93,0.43,0.2,-0.03,3.77,0.64,1.42,1.54,0,0
1240,Alexandre Souza,CMR,2014,CB,23,1991,181,77,Right,51.6,83,3,331,0.27,0.14,0.0,1.9,0.0,88.2,7.64,8.58,38.72,0.47,-0.1,0.36,5.81,0.79,1.21,6.94,1,0
