EventID,MatchID,PlayerID,TeamCode,EventType,Minute,Detail,xG
1313,92,1249,ECU,Substitution,84,Sub On,0.0
1314,92,1252,ECU,Substitution,80,Sub On,0.0
1315,92,1247,ECU,Substitution,78,Sub On,0.0
1316,93,937,SUI,Goal,89,Open Play,0.71
1317,93,923,SUI,Goal,32,Open Play,0.14
1318,93,923,SUI,Goal,90,Open Play,0.1
1319,93,922,SUI,YellowCard,64,Foul,0.0
1320,93,939,SUI,YellowCard,6,Foul,0.0
1321,93,1269,HON,Substitution,55,Sub On,0.0
1322,93,1282,HON,Substitution,58,Sub On,0.0
1323,93,1268,HON,Substitution,85,Sub On,0.0
1324,93,1282,HON,Substitution,50,Sub On,0.0
1325,93,1268,HON,Substitution,57,Sub On,0.0
1326,93,923,SUI,Substitution,52,Sub On,0.0
1327,93,925,SUI,Substitution,56,Sub On,0.0
1328,93,935,SUI,Substitution,60,Sub On,0.0
1329,93,933,SUI,Substitution,60,Sub On,0.0
1330,94,1251,ECU,YellowCard,16,Foul,0.0
1331,94,1244,ECU,YellowCard,14,Foul,0.0
1332,94,1258,ECU,YellowCard,46,Foul,0.0
1333,94,1243,ECU,Substitution,75,Sub On,0.0
1334,94,1247,ECU,Substitution,53,Sub On,0.0
1335,94,1248,ECU,Substitution,52,Sub On,0.0
1336,94,1255,ECU,Substitution,79,Sub On,0.0
1337,94,879,FRA,Substitution,49,Sub On,0.0
1338,94,879,FRA,Substitution,83,Sub On,0.0
1339,94,886,FRA,Substitution,60,Sub On,0.0
1340,94,887,FRA,Substitution,47,Sub On,0.0
1341,95,761,ARG,Goal,42,Open Play,0.26
1342,95,772,ARG,Goal,51,Open Play,0.52
1343,95,1290,BIH,Goal,27,Open Play,0.6
1344,95,1296,BIH,YellowCard,2,Foul,0.0
1345,95,1294,BIH,YellowCard,88,Foul,0.0
1346,95,1311,BIH,YellowCard,60,Foul,0.0
1347,95,1295,BIH,YellowCard,73,Foul,0.0
1348,95,760,ARG,Substitution,61,Sub On,0.0
1349,95,776,ARG,Substitution,63,Sub On,0.0
1350,95,780,ARG,Substitution,64,Sub On,0.0
1351,95,1300,BIH,Substitution,60,Sub On,0.0
1352,95,1293,BIH,Substitution,66,Sub On,0.0
1353,95,1311,BIH,Substitution,61,Sub On,0.0
1354,95,1301,BIH,Substitution,76,Sub On,0.0
1355,96,1064,NGA,YellowCard,27,Foul,0.0
1356,96,1074,NGA,YellowCard,78,Foul,0.0
1357,96,1065,NGA,YellowCard,48,Foul,0.0
1358,96,1069,NGA,YellowCard,91,Foul,0.0
1359,96,1081,NGA,YellowCard,20,Foul,0.0
1360,96,1200,IRN,Substitution,77,Sub On,0.0
1361,96,1200,IRN,Substitution,89,Sub On,0.0
1362,96,1219,IRN,Substitution,86,Sub On,0.0
1363,96,1076,NGA,Substitution,80,Sub On,0.0
1364,96,1069,NGA,Substitution,80,Sub On,0.0
1365,96,1079,NGA,Substitution,80,Sub On,0.0
1366,97,764,ARG,Goal,29,Own Goal,0.32
1367,97,1201,IRN,YellowCard,35,Foul,0.0
1368,97,779,ARG,YellowCard,90,Foul,0.0
1369,97,1197,IRN,YellowCard,44,Foul,0.0
1370,97,769,ARG,YellowCard,35,Foul,0.0
1371,97,775,ARG,Substitution,52,Sub On,0.0
1372,97,774,ARG,Substitution,84,Sub On,0.0
1373,97,779,ARG,Substitution,71,Sub On,0.0
1374,97,760,ARG,Substitution,65,Sub On,0.0
1375,97,772,ARG,Substitution,60,Sub On,0.0
1376,97,1218,IRN,Substitution,57,Sub On,0.0
1377,97,1215,IRN,Substitution,52,Sub On,0.0
1378,97,1209,IRN,Substitution,56,Sub On,0.0
1379,98,1081,NGA,Goal,76,Open Play,0.89
1380,98,1310,BIH,YellowCard,51,Foul,0.0
1381,98,1302,BIH,YellowCard,57,Foul,0.0
1382,98,1080,NGA,YellowCard,4,Foul,0.0
1383,98,1070,NGA,YellowCard,25,Foul,0.0
1384,98,1078,NGA,Substitution,62,Sub On,0.0
1385,98,1079,NGA,Substitution,63,Sub On,0.0
1386,98,1074,NGA,Substitution,85,Sub On,0.0
1387,98,1063,NGA,Substitution,67,Sub On,0.0
1388,98,1311,BIH,Substitution,76,Sub On,0.0
1389,98,1310,BIH,Substitution,60,Sub On,0.0
1390,98,1308,BIH,Substitution,84,Sub On,0.0
1391,98,1298,BIH,Substitution,87,Sub On,0.0
1392,98,1304,BIH,Substitution,57,Sub On,0.0
1393,99,1076,NGA,Goal,11,Open Play,0.37
1394,99,1073,NGA,Goal,91,Open Play,0.53
1395,99,762,ARG,Goal,67,Open Play,0.13
1396,99,761,ARG,Goal,48,Open Play,0.65
1397,99,761,ARG,Goal,54,Open Play,0.2
1398,99,1078,NGA,YellowCard,23,Foul,0.0
1399,99,1070,NGA,YellowCard,24,Foul,0.0
1400,99,1081,NGA,YellowCard,43,Foul,0.0
1401,99,1060,NGA,YellowCard,12,Foul,0.0
1402,99,760,ARG,YellowCard,1,Foul,0.0
1403,99,1072,NGA,Substitution,80,Sub On,0.0
1404,99,1068,NGA,Substitution,63,Sub On,0.0
1405,99,1078,NGA,Substitution,50,Sub On,0.0
1406,99,1075,NGA,Substitution,76,Sub On,0.0
1407,99,1067,NGA,Substitution,88,Sub On,0.0
1408,99,776,ARG,Substitution,83,Sub On,0.0
1409,99,770,ARG,Substitution,68,Sub On,0.0
1410,99,779,ARG,Substitution,62,Sub On,0.0
1411,99,765,ARG,Substitution,87,Sub On,0.0
1412,99,771,ARG,Substitution,66,Sub On,0.0
1413,100,1299,BIH,Goal,43,Open Play,0.77
1414,100,1308,BIH,Goal,73,Open Play,0.08
1415,100,1306,BIH,Goal,68,Open Play,0.17
1416,100,1215,IRN,Goal,49,Open Play,0.25
1417,100,1297,BIH,YellowCard,54,Foul,0.0
1418,100,1214,IRN,YellowCard,20,Foul,0.0
1419,100,1298,BIH,YellowCard,53,Foul,0.0
1420,100,1297,BIH,YellowCard,11,Foul,0.0
1421,100,1197,IRN,YellowCard,30,Foul,0.0
1422,100,1300,BIH,Substitution,73,Sub On,0.0
1423,100,1299,BIH,Substitution,55,Sub On,0.0
1424,100,1308,BIH,Substitution,60,Sub On,0.0
1425,100,1293,BIH,Substitution,85,Sub On,0.0
1426,100,1294,BIH,Substitution,54,Sub On,0.0
1427,100,1203,IRN,Substitution,76,Sub On,0.0
1428,100,1206,IRN,Substitution,59,Sub On,0.0
1429,100,1199,IRN,Substitution,53,Sub On,0.0
1430,101,755,GER,Goal,34,Open Play,0.73
1431,101,753,GER,Goal,42,Open Play,0.19
1432,101,737,GER,Goal,23,Open Play,0.22
1433,101,745,GER,Goal,81,Open Play,0.42
1434,101,742,GER,YellowCard,37,Foul,0.0
1435,101,1413,POR,YellowCard,65,Foul,0.0
1436,101,1417,POR,YellowCard,14,Foul,0.0
1437,101,751,GER,YellowCard,22,Foul,0.0
1438,101,1407,POR,YellowCard,93,Foul,0.0
1439,101,1411,POR,YellowCard,49,Foul,0.0
1440,101,744,GER,Substitution,65,Sub On,0.0
1441,101,738,GER,Substitution,71,Sub On,0.0
1442,101,753,GER,Substitution,66,Sub On,0.0
1443,101,740,GER,Substitution,87,Sub On,0.0
1444,101,1410,POR,Substitution,53,Sub On,0.0
1445,101,1425,POR,Substitution,58,Sub On,0.0
1446,101,1422,POR,Substitution,48,Sub On,0.0
1447,102,1047,USA,Goal,46,Own Goal,0.12
1448,102,1036,USA,Goal,44,Open Play,0.62
1449,102,1050,USA,YellowCard,25,Foul,0.0
1450,102,1052,USA,Substitution,79,Sub On,0.0
1451,102,1050,USA,Substitution,66,Sub On,0.0
1452,102,1039,USA,Substitution,60,Sub On,0.0
1453,102,1047,USA,Substitution,71,Sub On,0.0
1454,103,739,GER,Goal,79,Open Play,0.44
1455,103,755,GER,Goal,1,Penalty,0.46
1456,103,739,GER,YellowCard,59,Foul,0.0
1457,103,744,GER,YellowCard,91,Foul,0.0
1458,103,743,GER,Substitution,79,Sub On,0.0
1459,103,749,GER,Substitution,70,Sub On,0.0
1460,103,742,GER,Substitution,81,Sub On,0.0
1461,103,758,GER,Substitution,72,Sub On,0.0
1462,104,1036,USA,Goal,59,Open Play,0.09
1463,104,1047,USA,Goal,48,Open Play,0.12
1464,104,1421,POR,Goal,10,Open Play,0.5
1465,104,1410,POR,Goal,36,Open Play,0.54
1466,104,1410,POR,YellowCard,54,Foul,0.0
1467,104,1416,POR,YellowCard,51,Foul,0.0
1468,104,1421,POR,YellowCard,21,Foul,0.0
1469,104,1057,USA,YellowCard,7,Foul,0.0
1470,104,1423,POR,YellowCard,47,Foul,0.0
1471,104,1051,USA,YellowCard,91,Foul,0.0
1472,104,1055,USA,Substitution,77,Sub On,0.0
1473,104,1048,USA,Substitution,61,Sub On,0.0
1474,104,1042,USA,Substitution,60,Sub On,0.0
1475,104,1054,USA,Substitution,64,Sub On,0.0
1476,104,1408,POR,Substitution,68,Sub On,0.0
1477,104,1416,POR,Substitution,85,Sub On,0.0
1478,104,1413,POR,Substitution,54,Sub On,0.0
1479,104,1405,POR,Substitution,53,Sub On,0.0
1480,104,1420,POR,Substitution,49,Sub On,0.0
1481,105,744,GER,Goal,49,Open Play,0.79
1482,105,742,GER,YellowCard,28,Foul,0.0
1483,105,738,GER,YellowCard,88,Foul,0.0
1484,105,752,GER,YellowCard,20,Foul,0.0
1485,105,1042,USA,Substitution,60,Sub On,0.0
1486,105,1039,USA,Substitution,77,Sub On,0.0
1487,105,1052,USA,Substitution,70,Sub On,0.0
1488,105,1056,USA,Substitution,88,Sub On,0.0
1489,105,1054,USA,Substitution,80,Sub On,0.0
1490,105,739,GER,Substitution,76,Sub On,0.0
1491,105,739,GER,Substitution,85,Sub On,0.0
1492,105,754,GER,Substitution,88,Sub On,0.0
1493,106,1416,POR,Goal,22,Open Play,0.4
1494,106,1421,POR,Goal,23,Open Play,0.49
1495,106,1423,POR,YellowCard,18,Foul,0.0
1496,106,1407,POR,YellowCard,74,Foul,0.0
1497,106,1410,POR,Substitution,82,Sub On,0.0
1498,106,1422,POR,Substitution,80,Sub On,0.0
1499,106,1422,POR,Substitution,58,Sub On,0.0
1500,106,1419,POR,Substitution,87,Sub On,0.0
1501,107,860,BEL,Goal,31,Open Play,0.64
1502,107,860,BEL,Goal,2,Open Play,0.52
1503,107,1028,ALG,Goal,86,Open Play,0.87
1504,107,872,BEL,YellowCard,56,Foul,0.0
1505,107,860,BEL,YellowCard,66,Foul,0.0
1506,107,1023,ALG,YellowCard,50,Foul,0.0
1507,107,867,BEL,Substitution,77,Sub On,0.0
1508,107,855,BEL,Substitution,66,Sub On,0.0
1509,107,868,BEL,Substitution,60,Sub On,0.0
1510,107,1032,ALG,Substitution,71,Sub On,0.0
1511,107,1026,ALG,Substitution,82,Sub On,0.0
1512,107,1026,ALG,Substitution,85,Sub On,0.0
1513,107,1030,ALG,Substitution,70,Sub On,0.0
1514,108,1333,RUS,Goal,57,Open Play,0.81
1515,108,1164,KOR,Goal,32,Open Play,0.19
1516,108,1171,KOR,YellowCard,72,Foul,0.0
1517,108,1159,KOR,YellowCard,8,Foul,0.0
1518,108,1164,KOR,RedCard,38,Serious Foul,0.0
1519,108,1325,RUS,Substitution,78,Sub On,0.0
1520,108,1329,RUS,Substitution,66,Sub On,0.0
1521,108,1331,RUS,Substitution,63,Sub On,0.0
1522,108,1154,KOR,Substitution,65,Sub On,0.0
1523,108,1163,KOR,Substitution,89,Sub On,0.0
1524,108,1157,KOR,Substitution,80,Sub On,0.0
1525,109,868,BEL,Goal,88,Open Play,0.73
1526,109,1330,RUS,YellowCard,15,Foul,0.0
1527,109,1334,RUS,YellowCard,34,Foul,0.0
1528,109,871,BEL,Substitution,56,Sub On,0.0
1529,109,853,BEL,Substitution,68,Sub On,0.0
1530,109,855,BEL,Substitution,89,Sub On,0.0
1531,109,1324,RUS,Substitution,58,Sub On,0.0
1532,109,1322,RUS,Substitution,73,Sub On,0.0
1533,109,1333,RUS,Substitution,77,Sub On,0.0
1534,109,1330,RUS,Substitution,75,Sub On,0.0
1535,110,1173,KOR,Goal,62,Penalty,0.14
1536,110,1170,KOR,Goal,71,Open Play,0.24
1537,110,1015,ALG,Goal,37,Open Play,0.59
1538,110,1021,ALG,Goal,8,Penalty,0.14
1539,110,1020,ALG,Goal,91,Open Play,0.38
1540,110,1015,ALG,Goal,53,Open Play,0.77
1541,110,1016,ALG,YellowCard,59,Foul,0.0
1542,110,1027,ALG,YellowCard,21,Foul,0.0
1543,110,1018,ALG,YellowCard,50,Foul,0.0
1544,110,1015,ALG,YellowCard,86,Foul,0.0
1545,110,1154,KOR,Substitution,47,Sub On,0.0
1546,110,1164,KOR,Substitution,61,Sub On,0.0
1547,110,1159,KOR,Substitution,58,Sub On,0.0
1548,110,1020,ALG,Substitution,74,Sub On,0.0
1549,110,1021,ALG,Substitution,74,Sub On,0.0
1550,110,1024,ALG,Substitution,83,Sub On,0.0
1551,111,857,BEL,Goal,13,Open Play,0.38
1552,111,1154,KOR,YellowCard,22,Foul,0.0
1553,111,854,BEL,YellowCard,68,Foul,0.0
1554,111,852,BEL,YellowCard,18,Foul,0.0
1555,111,1152,KOR,Substitution,64,Sub On,0.0
1556,111,1158,KOR,Substitution,89,Sub On,0.0
1557,111,1156,KOR,Substitution,58,Sub On,0.0
1558,111,1159,KOR,Substitution,51,Sub On,0.0
1559,111,865,BEL,Substitution,54,Sub On,0.0
1560,111,861,BEL,Substitution,49,Sub On,0.0
1561,111,872,BEL,Substitution,70,Sub On,0.0
1562,111,871,BEL,Substitution,52,Sub On,0.0
1563,111,870,BEL,Substitution,48,Sub On,0.0
1564,112,1029,ALG,Goal,86,Open Play,0.21
1565,112,1333,RUS,Goal,30,Open Play,0.7
1566,112,1312,RUS,YellowCard,67,Foul,0.0
1567,112,1035,ALG,YellowCard,11,Foul,0.0
1568,112,1013,ALG,YellowCard,85,Foul,0.0
1569,112,1022,ALG,YellowCard,50,Foul,0.0
1570,112,1033,ALG,Substitution,75,Sub On,0.0
1571,112,1023,ALG,Substitution,70,Sub On,0.0
1572,112,1031,ALG,Substitution,53,Sub On,0.0
1573,112,1330,RUS,Substitution,75,Sub On,0.0
1574,112,1333,RUS,Substitution,79,Sub On,0.0
1575,112,1329,RUS,Substitution,82,Sub On,0.0
1576,112,1327,RUS,Substitution,79,Sub On,0.0
1577,113,808,BRA,Goal,66,Penalty,0.44
1578,113,1091,CHI,Goal,44,Open Play,0.07
1579,113,1100,CHI,YellowCard,56,Foul,0.0
1580,113,1092,CHI,YellowCard,66,Foul,0.0
1581,113,817,BRA,YellowCard,72,Foul,0.0
1582,113,1083,CHI,YellowCard,31,Foul,0.0
1583,113,810,BRA,Substitution,62,Sub On,0.0
1584,113,814,BRA,Substitution,74,Sub On,0.0
1585,113,809,BRA,Substitution,71,Sub On,0.0
1586,113,823,BRA,Substitution,47,Sub On,0.0
1587,113,1083,CHI,Substitution,83,Sub On,0.0
1588,113,1084,CHI,Substitution,48,Sub On,0.0
1589,113,1094,CHI,Substitution,54,Sub On,0.0
1590,113,1100,CHI,Substitution,75,Sub On,0.0
1591,114,845,COL,Goal,24,Open Play,0.28
1592,114,843,COL,Goal,22,Open Play,0.83
1593,114,845,COL,YellowCard,43,Foul,0.0
1594,114,986,URU,YellowCard,1,Foul,0.0
1595,114,846,COL,YellowCard,41,Foul,0.0
1596,114,846,COL,RedCard,4,Serious Foul,0.0
1597,114,838,COL,Substitution,51,Sub On,0.0
1598,114,831,COL,Substitution,63,Sub On,0.0
1599,114,841,COL,Substitution,69,Sub On,0.0
1600,114,972,URU,Substitution,82,Sub On,0.0
1601,114,986,URU,Substitution,70,Sub On,0.0
1602,114,975,URU,Substitution,75,Sub On,0.0
1603,114,969,URU,Substitution,53,Sub On,0.0
1604,114,971,URU,Substitution,85,Sub On,0.0
1605,115,784,NED,Goal,12,Open Play,0.71
1606,115,791,NED,Goal,24,Open Play,0.36
1607,115,956,MEX,Goal,92,Open Play,0.53
1608,115,793,NED,YellowCard,85,Foul,0.0
1609,115,965,MEX,YellowCard,33,Foul,0.0
1610,115,945,MEX,RedCard,40,Serious Foul,0.0
1611,115,785,NED,Substitution,53,Sub On,0.0
1612,115,796,NED,Substitution,75,Sub On,0.0
1613,115,801,NED,Substitution,46,Sub On,0.0
1614,115,803,NED,Substitution,86,Sub On,0.0
1615,115,944,MEX,Substitution,87,Sub On,0.0
1616,115,966,MEX,Substitution,54,Sub On,0.0
1617,115,965,MEX,Substitution,77,Sub On,0.0
1618,115,962,MEX,Substitution,55,Sub On,0.0
1619,115,946,MEX,Substitution,89,Sub On,0.0
1620,116,920,CRC,Goal,31,Open Play,0.77
1621,116,1008,GRE,Goal,80,Open Play,0.81
1622,116,902,CRC,YellowCard,77,Foul,0.0
1623,116,898,CRC,YellowCard,16,Foul,0.0
1624,116,902,CRC,YellowCard,11,Foul,0.0
1625,116,906,CRC,YellowCard,90,Foul,0.0
1626,116,994,GRE,YellowCard,50,Foul,0.0
1627,116,901,CRC,YellowCard,92,Foul,0.0
1628,116,906,CRC,Substitution,70,Sub On,0.0
1629,116,905,CRC,Substitution,81,Sub On,0.0
1630,116,908,CRC,Substitution,82,Sub On,0.0
1631,116,910,CRC,Substitution,79,Sub On,0.0
1632,116,1006,GRE,Substitution,55,Sub On,0.0
1633,116,997,GRE,Substitution,76,Sub On,0.0
1634,116,997,GRE,Substitution,78,Sub On,0.0
1635,116,1002,GRE,Substitution,50,Sub On,0.0
1636,117,880,FRA,Goal,12,Open Play,0.81
1637,117,890,FRA,Goal,24,Open Play,0.36
1638,117,886,FRA,YellowCard,11,Foul,0.0
1639,117,880,FRA,YellowCard,69,Foul,0.0
1640,117,894,FRA,YellowCard,14,Foul,0.0
1641,117,887,FRA,Substitution,81,Sub On,0.0
1642,117,875,FRA,Substitution,68,Sub On,0.0
1643,117,892,FRA,Substitution,79,Sub On,0.0
1644,117,895,FRA,Substitution,72,Sub On,0.0
1645,117,880,FRA,Substitution,77,Sub On,0.0
1646,117,1060,NGA,Substitution,84,Sub On,0.0
1647,117,1080,NGA,Substitution,75,Sub On,0.0
1648,117,1068,NGA,Substitution,55,Sub On,0.0
1649,118,750,GER,Goal,11,Open Play,0.54
1650,118,745,GER,Goal,74,Open Play,0.72
1651,118,1030,ALG,Goal,66,Open Play,0.7
1652,118,1029,ALG,YellowCard,1,Foul,0.0
1653,118,1023,ALG,YellowCard,76,Foul,0.0
1654,118,754,GER,YellowCard,4,Foul,0.0
1655,118,753,GER,YellowCard,55,Foul,0.0
1656,118,743,GER,Substitution,49,Sub On,0.0
1657,118,750,GER,Substitution,89,Sub On,0.0
1658,118,743,GER,Substitution,64,Sub On,0.0
1659,118,1015,ALG,Substitution,69,Sub On,0.0
1660,118,1019,ALG,Substitution,59,Sub On,0.0
1661,118,1024,ALG,Substitution,86,Sub On,0.0
1662,118,1021,ALG,Substitution,50,Sub On,0.0
1663,118,1027,ALG,Substitution,60,Sub On,0.0
1664,119,765,ARG,Goal,63,Open Play,0.53
1665,119,775,ARG,YellowCard,32,Foul,0.0
1666,119,782,ARG,YellowCard,2,Foul,0.0
1667,119,782,ARG,YellowCard,75,Foul,0.0
1668,119,764,ARG,YellowCard,71,Foul,0.0
1669,119,765,ARG,Substitution,71,Sub On,0.0
1670,119,764,ARG,Substitution,48,Sub On,0.0
1671,119,763,ARG,Substitution,80,Sub On,0.0
1672,119,940,SUI,Substitution,70,Sub On,0.0
1673,119,924,SUI,Substitution,78,Sub On,0.0
1674,119,942,SUI,Substitution,76,Sub On,0.0
1675,119,929,SUI,Substitution,87,Sub On,0.0
1676,120,868,BEL,Goal,63,Open Play,0.38
1677,120,872,BEL,Goal,46,Open Play,0.71
1678,120,1048,USA,Goal,10,Open Play,0.06
1679,120,1036,USA,YellowCard,83,Foul,0.0
1680,120,1046,USA,YellowCard,39,Foul,0.0
1681,120,863,BEL,Substitution,46,Sub On,0.0
1682,120,866,BEL,Substitution,58,Sub On,0.0
1683,120,865,BEL,Substitution,87,Sub On,0.0
1684,120,860,BEL,Substitution,62,Sub On,0.0
1685,120,868,BEL,Substitution,86,Sub On,0.0
1686,120,1044,USA,Substitution,79,Sub On,0.0
1687,120,1043,USA,Substitution,54,Sub On,0.0
1688,120,1038,USA,Substitution,81,Sub On,0.0
1689,121,807,BRA,Goal,60,Open Play,0.23
1690,121,825,BRA,Goal,6,Penalty,0.26
1691,121,843,COL,Goal,61,Open Play,0.17
1692,121,813,BRA,YellowCard,67,Foul,0.0
1693,121,849,COL,YellowCard,21,Foul,0.0
1694,121,808,BRA,YellowCard,72,Foul,0.0
1695,121,826,BRA,Substitution,87,Sub On,0.0
1696,121,819,BRA,Substitution,89,Sub On,0.0
1697,121,817,BRA,Substitution,59,Sub On,0.0
1698,121,844,COL,Substitution,83,Sub On,0.0
1699,121,845,COL,Substitution,81,Sub On,0.0
1700,121,837,COL,Substitution,88,Sub On,0.0
1701,122,789,NED,YellowCard,11,Foul,0.0
1702,122,903,CRC,YellowCard,77,Foul,0.0
1703,122,784,NED,YellowCard,15,Foul,0.0
1704,122,796,NED,Substitution,58,Sub On,0.0
1705,122,796,NED,Substitution,60,Sub On,0.0
1706,122,789,NED,Substitution,48,Sub On,0.0
1707,122,797,NED,Substitution,79,Sub On,0.0
1708,122,787,NED,Substitution,53,Sub On,0.0
1709,122,900,CRC,Substitution,80,Sub On,0.0
1710,122,920,CRC,Substitution,86,Sub On,0.0
1711,122,903,CRC,Substitution,67,Sub On,0.0
1712,123,772,ARG,Goal,51,Open Play,0.55
1713,123,761,ARG,YellowCard,19,Foul,0.0
1714,123,864,BEL,YellowCard,19,Foul,0.0
1715,123,854,BEL,YellowCard,2,Foul,0.0
1716,123,762,ARG,YellowCard,30,Foul,0.0
1717,123,778,ARG,Substitution,68,Sub On,0.0
1718,123,780,ARG,Substitution,47,Sub On,0.0
1719,123,781,ARG,Substitution,87,Sub On,0.0
1720,123,781,ARG,Substitution,52,Sub On,0.0
1721,123,862,BEL,Substitution,81,Sub On,0.0
1722,123,859,BEL,Substitution,59,Sub On,0.0
1723,123,869,BEL,Substitution,57,Sub On,0.0
1724,124,742,GER,Goal,12,Penalty,0.59
1725,124,753,GER,YellowCard,61,Foul,0.0
1726,124,885,FRA,YellowCard,64,Foul,0.0
1727,124,891,FRA,YellowCard,66,Foul,0.0
1728,124,892,FRA,Substitution,89,Sub On,0.0
1729,124,887,FRA,Substitution,64,Sub On,0.0
1730,124,875,FRA,Substitution,52,Sub On,0.0
1731,124,888,FRA,Substitution,80,Sub On,0.0
1732,124,897,FRA,Substitution,66,Sub On,0.0
1733,124,740,GER,Substitution,62,Sub On,0.0
1734,124,743,GER,Substitution,76,Sub On,0.0
1735,124,752,GER,Substitution,76,Sub On,0.0
1736,124,759,GER,Substitution,87,Sub On,0.0
1737,124,752,GER,Substitution,49,Sub On,0.0
1738,125,825,BRA,Goal,81,Open Play,0.15
1739,125,755,GER,Goal,53,Open Play,0.35
1740,125,744,GER,Goal,26,Open Play,0.42
1741,125,742,GER,Goal,19,Open Play,0.21
1742,125,745,GER,Goal,79,Open Play,0.07
1743,125,745,GER,Goal,64,Open Play,0.36
1744,125,755,GER,Goal,45,Open Play,0.12
1745,125,756,GER,Goal,31,Open Play,0.08
1746,125,740,GER,YellowCard,32,Foul,0.0
1747,125,742,GER,YellowCard,54,Foul,0.0
1748,125,809,BRA,YellowCard,87,Foul,0.0
1749,125,821,BRA,YellowCard,68,Foul,0.0
1750,125,737,GER,YellowCard,13,Foul,0.0
1751,125,811,BRA,YellowCard,43,Foul,0.0
1752,125,819,BRA,Substitution,89,Sub On,0.0
1753,125,815,BRA,Substitution,52,Sub On,0.0
1754,125,823,BRA,Substitution,76,Sub On,0.0
1755,125,814,BRA,Substitution,46,Sub On,0.0
1756,125,745,GER,Substitution,72,Sub On,0.0
1757,125,757,GER,Substitution,70,Sub On,0.0
1758,125,758,GER,Substitution,87,Sub On,0.0
1759,125,759,GER,Substitution,64,Sub On,0.0
1760,125,751,GER,Substitution,54,Sub On,0.0
1761,126,793,NED,YellowCard,12,Foul,0.0
1762,126,765,ARG,YellowCard,44,Foul,0.0
1763,126,766,ARG,YellowCard,41,Foul,0.0
1764,126,801,NED,YellowCard,48,Foul,0.0
1765,126,779,ARG,YellowCard,89,Foul,0.0
1766,126,787,NED,YellowCard,68,Foul,0.0
1767,126,788,NED,Substitution,54,Sub On,0.0
1768,126,792,NED,Substitution,74,Sub On,0.0
1769,126,805,NED,Substitution,55,Sub On,0.0
1770,126,789,NED,Substitution,52,Sub On,0.0
1771,126,762,ARG,Substitution,86,Sub On,0.0
1772,126,760,ARG,Substitution,67,Sub On,0.0
1773,126,768,ARG,Substitution,78,Sub On,0.0
1774,126,774,ARG,Substitution,66,Sub On,0.0
1775,126,782,ARG,Substitution,70,Sub On,0.0
1776,127,785,NED,Goal,79,Open Play,0.17
1777,127,785,NED,Goal,14,Open Play,0.35
1778,127,787,NED,Goal,16,Open Play,0.13
1779,127,795,NED,YellowCard,73,Foul,0.0
1780,127,805,NED,YellowCard,77,Foul,0.0
1781,127,812,BRA,Substitution,88,Sub On,0.0
1782,127,816,BRA,Substitution,58,Sub On,0.0
1783,127,823,BRA,Substitution,72,Sub On,0.0
1784,127,786,NED,Substitution,64,Sub On,0.0
1785,127,794,NED,Substitution,77,Sub On,0.0
1786,127,789,NED,Substitution,68,Sub On,0.0
1787,127,799,NED,Substitution,56,Sub On,0.0
1788,127,791,NED,Substitution,86,Sub On,0.0
1789,128,744,GER,Goal,34,Open Play,0.75
1790,128,750,GER,YellowCard,19,Foul,0.0
1791,128,749,GER,YellowCard,13,Foul,0.0
1792,128,758,GER,Substitution,75,Sub On,0.0
1793,128,740,GER,Substitution,60,Sub On,0.0
1794,128,748,GER,Substitution,54,Sub On,0.0
1795,128,773,ARG,Substitution,76,Sub On,0.0
1796,128,769,ARG,Substitution,66,Sub On,0.0
1797,128,771,ARG,Substitution,66,Sub On,0.0
1798,128,777,ARG,Substitution,55,Sub On,0.0
1799,128,771,ARG,Substitution,89,Sub On,0.0
1800,129,1647,RUS,Goal,92,Open Play,0.39
1801,129,1634,RUS,Goal,41,Penalty,0.64
1802,129,1652,RUS,Goal,13,Penalty,0.24
1803,129,1640,RUS,Goal,52,Own Goal,0.68
1804,129,1634,RUS,Goal,83,Open Play,0.11
1805,129,2154,SAU,YellowCard,53,Foul,0.0
1806,129,2148,SAU,YellowCard,5,Foul,0.0
1807,129,1652,RUS,Substitution,48,Sub On,0.0
1808,129,1642,RUS,Substitution,52,Sub On,0.0
1809,129,1641,RUS,Substitution,88,Sub On,0.0
1810,129,1644,RUS,Substitution,48,Sub On,0.0
1811,129,2141,SAU,Substitution,66,Sub On,0.0
1812,129,2144,SAU,Substitution,62,Sub On,0.0
1813,129,2144,SAU,Substitution,86,Sub On,0.0
1814,129,2147,SAU,Substitution,80,Sub On,0.0
1815,130,1582,URU,Goal,77,Penalty,0.33
1816,130,1918,EGY,YellowCard,77,Foul,0.0
1817,130,1576,URU,YellowCard,89,Foul,0.0
1818,130,1916,EGY,Substitution,55,Sub On,0.0
1819,130,1932,EGY,Substitution,54,Sub On,0.0
1820,130,1915,EGY,Substitution,52,Sub On,0.0
1821,130,1911,EGY,Substitution,80,Sub On,0.0
1822,130,1586,URU,Substitution,76,Sub On,0.0
1823,130,1566,URU,Substitution,84,Sub On,0.0
1824,130,1583,URU,Substitution,47,Sub On,0.0
1825,130,1570,URU,Substitution,74,Sub On,0.0
1826,131,1640,RUS,Goal,52,Open Play,0.06
1827,131,1651,RUS,Goal,6,Open Play,0.23
1828,131,1639,RUS,Goal,21,Open Play,0.17
1829,131,1917,EGY,Goal,53,Open Play,0.71
